cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
8,1.8,40.82396698,-73.94490051,1,40.80529022,-73.93934631,0,1,6,1,10,1,45,7,6,1,10,1,52,18
9.5,1.3,40.71777344,-73.99941254,1,40.7228775,-73.98605347,0,1,3,1,14,14,6,12,3,1,14,14,18,47
7.5,0.8,40.75759888,-73.99837494,1,40.75216293,-73.99324799,0,1,1,1,12,20,51,30,1,1,12,21,0,17
12.5,3.37,40.75790787,-73.98165131,1,40.71709061,-73.99817657,0,2,6,1,10,18,3,6,6,1,10,18,17,1
19,4.16,40.75431061,-73.97917938,1,40.71009064,-74.01611328,0,2,3,1,21,8,1,34,3,1,21,8,28,47
4,0.7,40.7439537,-73.97393036,1,40.75199509,-73.97034454,0,1,0,1,4,5,12,43,0,1,4,5,14,9
5.5,0.6,40.7503891,-73.99469757,1,40.74514771,-73.9949646,0,1,6,1,3,17,43,46,6,1,3,17,49,33
10,2,40.77999878,-73.94875336,1,40.79043198,-73.9750824,0,1,6,1,3,20,54,55,6,1,3,21,5,41
9,2,40.71974182,-74.00549316,1,40.74022293,-73.9865799,0,1,6,1,17,19,19,54,6,1,17,19,30,31
5.5,0.8,40.7334938,-73.99422455,1,40.72508621,-73.99529266,0,1,3,1,14,16,7,46,3,1,14,16,12,55
19.5,4.95,40.71086121,-74.00850677,1,40.77173996,-73.98967743,0,2,2,1,20,7,13,2,2,1,20,7,37,11
5,0.9,40.76586914,-73.96053314,1,40.77731323,-73.95214844,0,1,5,1,2,13,54,35,5,1,2,13,58,15
9,1.75,40.74172592,-74.00697327,1,40.75379562,-73.98774719,0,2,4,1,29,15,32,2,4,1,29,15,42,24
8,1.3,40.74580383,-73.97805786,1,40.74143982,-73.99317169,0,1,4,1,22,21,24,51,4,1,22,21,34,37
13.5,1.74,40.77991104,-73.94709015,1,40.78678513,-73.97232819,0,2,3,1,7,19,29,17,3,1,7,19,50,37
21.5,6.13,40.75310135,-73.97000122,1,40.69601059,-73.98865509,0,2,0,1,25,7,32,30,0,1,25,7,53,52
5.5,0.99,40.74309158,-73.98782349,6,40.75473404,-73.97970581,0,2,2,1,6,11,12,13,2,1,6,11,17,23
13,3.04,40.73944092,-74.00921631,1,40.75528336,-73.97312164,0,2,6,1,17,13,8,9,6,1,17,13,24,57
7,1.1,40.73854828,-73.98039246,1,40.75224304,-73.97032166,0,1,6,1,24,16,55,0,6,1,24,17,2,45
14.5,1.83,40.74142456,-73.98970795,1,40.76445389,-73.97528076,0,2,2,1,27,18,20,37,2,1,27,18,43,41
6.5,1.13,40.76948547,-73.98530579,1,40.76035309,-73.98204803,0,2,4,1,8,13,56,5,4,1,8,14,2,37
11,2.51,40.77548981,-73.96047211,1,40.75830841,-73.98907471,0,2,4,1,22,22,50,51,4,1,22,23,3,47
21,4.5,40.83612823,-73.9276886,1,40.79385757,-73.96662903,0,1,4,1,15,17,57,0,4,1,15,18,27,20
15,3.3,40.65208435,-74.00505066,1,40.68706131,-73.99022675,0,1,2,1,13,8,1,14,2,1,13,8,19,46
8.5,2.1,40.77852249,-73.95713043,1,40.76874924,-73.98209381,0,1,0,1,4,1,44,29,0,1,4,1,51,29
9.5,1.4,40.74006271,-74.00564575,1,40.72935104,-73.99012756,0,1,5,1,16,22,37,49,5,1,16,22,50,30
5,0.8,40.75776291,-73.98628998,1,40.7507515,-73.99085999,0,1,3,1,28,23,17,3,3,1,28,23,21,17
6.5,1.21,40.74601364,-73.89933777,1,40.74345779,-73.9230957,0,2,6,1,17,22,51,32,6,1,17,22,57,44
5,0.45,40.73287964,-73.99049377,2,40.73587799,-73.99786377,0,2,3,1,14,13,54,7,3,1,14,13,58,47
16.5,3.5,40.78261948,-73.95545959,4,40.73881149,-73.98737335,0,2,2,1,27,19,28,46,2,1,27,19,50,13
9,2.01,40.73761749,-74.00404358,1,40.75906754,-73.98817444,0,2,3,1,28,21,54,39,3,1,28,22,4,26
13.5,2.2,40.7293396,-73.9979248,1,40.70360184,-74.01122284,0,1,4,1,8,10,24,49,4,1,8,10,44,34
5.5,1.1,40.76404572,-73.98072815,1,40.76452637,-73.96614075,0,1,1,1,12,20,27,39,1,1,12,20,32,27
8.5,1.8,40.73344803,-74.00635529,1,40.73337936,-74.00635529,0,1,3,1,21,1,39,45,3,1,21,1,49,4
10,1.77,40.74204636,-74.00080872,5,40.73417664,-73.97489929,0,2,4,1,1,14,48,18,4,1,1,15,0,12
8.5,1.7,40.77353668,-73.94547272,1,40.77056885,-73.96835327,0,1,5,1,30,16,40,34,5,1,30,16,50,29
15.5,4.4,40.72446823,-73.98768616,1,40.76049042,-73.95821381,0,1,2,1,20,11,56,16,2,1,20,12,8,47
12.5,3.1,40.75775146,-73.97911072,1,40.77708435,-73.94329071,0,1,0,1,18,13,32,18,0,1,18,13,45,44
40.5,12.4,40.76643372,-73.99132538,2,40.77371979,-73.87078094,0,1,3,1,7,22,56,50,3,1,7,23,39,24
12.5,2.67,40.75025177,-73.99411774,1,40.77299118,-73.96598053,0,2,4,1,29,13,20,58,4,1,29,13,37,19
11,1.15,40.75550842,-73.9801178,1,40.76085281,-73.998703,0,2,1,1,12,7,41,52,1,1,12,7,57,43
9.5,1.5,40.72644424,-73.99023438,4,40.7397728,-74.00621796,0,1,5,1,9,13,7,58,5,1,9,13,21,5
8.5,1.37,40.7554512,-73.98361969,4,40.74465942,-73.9987793,0,2,3,1,28,18,51,4,3,1,28,19,1,52
6.5,1.1,40.72318649,-73.99525452,1,40.7252388,-73.98110199,0,1,5,1,2,11,8,40,5,1,2,11,15,21
6,1.2,40.74240494,-73.97982788,1,40.75653076,-73.96711731,0,1,6,1,3,18,17,25,6,1,3,18,21,38
3.5,0.4,40.77720261,-73.9827652,1,40.77173233,-73.98670959,0,1,6,1,17,19,0,31,6,1,17,19,1,55
13.5,2.6,40.7519455,-73.99367523,1,40.72229004,-73.99718475,0,1,3,1,14,20,15,22,3,1,14,20,33,33
18.5,3.3,40.79101944,-73.97433472,1,40.75740051,-73.96681976,0,1,2,1,20,14,18,16,2,1,20,14,45,46
3.5,0.23,40.70489883,-74.00728607,1,40.70590591,-74.00978851,0,2,4,1,15,9,2,6,4,1,15,9,4,53
6.5,0.77,40.76065826,-73.97015381,1,40.76787186,-73.97035217,0,2,1,1,12,15,37,14,1,1,12,15,44,43
5.5,1.1,40.77198029,-73.95397186,2,40.76177979,-73.96592712,0,1,6,1,17,18,19,30,6,1,17,18,23,14
10,3,40.78613281,-73.97544861,1,40.74978638,-74.00254059,0,2,6,1,17,9,37,30,6,1,17,9,45,23
8.5,1.5,40.73636627,-73.98204041,1,40.75100327,-73.99176788,0,1,0,1,4,14,48,49,0,1,4,14,58,23
31,10.18,40.76332855,-73.98703766,3,40.76924133,-73.86299896,0,2,6,1,10,10,56,39,6,1,10,11,23,47
4.5,0.53,40.77763748,-73.95928192,6,40.78397751,-73.95449066,0,2,3,1,21,14,35,32,3,1,21,14,39,12
5,0.7,40.76695633,-73.95635986,1,40.77284622,-73.95215607,0,1,5,1,2,11,8,36,5,1,2,11,13,12
4.5,0.7,40.74455643,-73.99157715,4,40.74547958,-73.98342133,0,1,3,1,14,23,21,0,3,1,14,23,25,0
14.5,3.4,40.6831665,-74.00366974,2,40.71357346,-74.00978088,0,2,3,1,14,19,8,42,3,1,14,19,27,1
35,12,40.81238937,-73.92333221,2,40.71618652,-74.01318359,0,1,3,1,14,15,42,14,3,1,14,16,16,8
12,2.72,40.75675583,-73.98805237,1,40.72480774,-73.99847412,0,2,5,1,30,23,48,7,6,1,31,0,2,22
6,0.7,40.75455856,-73.98874664,1,40.75605392,-73.98322296,0,1,4,1,29,12,48,21,4,1,29,12,55,22
11,2.4,40.73707581,-73.97440338,1,40.71900177,-73.98915863,0,1,6,1,3,3,21,19,6,1,3,3,33,14
9.5,1.6,40.71130371,-74.00559235,1,40.72711563,-73.98885345,0,1,5,1,9,3,50,33,5,1,9,4,2,18
18,1.22,40.75344849,-73.98751068,1,40.74893951,-74.00332642,0,2,1,1,19,9,14,31,1,1,19,9,45,18
10,1.85,40.67058182,-73.97344971,2,40.68334198,-73.99547577,0,2,0,1,25,18,41,24,0,1,25,18,54,39
10,1.8,40.74934387,-73.99629974,1,40.73052979,-73.99030304,0,1,2,1,20,17,29,20,2,1,20,17,42,10
9.5,2.58,40.71992111,-73.98780823,6,40.72175598,-73.98680115,0,2,6,1,3,4,12,20,6,1,3,4,20,24
7.5,1.6,40.75254822,-73.97908783,1,40.74284363,-73.99640656,0,1,3,1,14,21,25,26,3,1,14,21,32,48
5.5,1.1,40.76042938,-73.99137115,1,40.74871063,-73.98866272,0,2,0,1,18,20,54,29,0,1,18,20,58,59
28.5,10.04,40.85417938,-73.9382019,5,40.77408981,-73.87471008,0,2,6,1,3,17,34,27,6,1,3,17,53,48
14,2.7,40.72773361,-73.97930908,1,40.75401306,-73.98207855,0,1,0,1,25,21,5,34,0,1,25,21,25,35
7.5,1.24,40.75919724,-73.98455811,1,40.76221085,-73.97228241,0,2,0,1,4,17,22,45,0,1,4,17,30,21
4.5,0.63,40.7796936,-73.95597839,2,40.7743721,-73.94820404,0,2,1,1,12,10,59,59,1,1,12,11,3,15
10.5,1.8,40.76452637,-73.97640228,1,40.78124237,-73.9796524,0,1,0,1,11,13,46,46,0,1,11,14,1,6
6,0.84,40.74107361,-73.99823761,1,40.73371506,-74.00630188,0,2,2,1,13,9,25,49,2,1,13,9,32,18
4.5,0.79,40.76969528,-73.95055389,5,40.76350021,-73.95914459,0,2,6,1,24,23,19,18,6,1,24,23,22,47
5.5,0.94,40.74825668,-73.98093414,1,40.73765564,-73.98973846,0,2,4,1,15,6,48,27,4,1,15,6,52,34
44.5,0.8,40.69078445,-74.17732239,2,40.74385452,-73.98184204,0,1,3,1,21,15,51,4,3,1,21,16,40,50
5,0.9,40.75706863,-73.97577667,1,40.76305008,-73.98937988,0,2,1,1,26,7,27,34,1,1,26,7,32,9
9,1.4,40.75782776,-73.98931122,3,40.74822998,-73.98741913,0,1,5,1,2,14,26,21,5,1,2,14,38,13
7,1.03,40.72152328,-73.98066711,2,40.71947098,-73.99041748,0,2,6,1,3,1,16,51,6,1,3,1,24,37
13.5,3.7,40.71837997,-74.00047302,2,40.76374817,-73.99571228,0,1,6,1,3,5,11,32,6,1,3,5,25,32
8,1.8,40.77627182,-73.97827148,1,40.79349518,-73.97077179,0,1,5,1,2,16,36,5,5,1,2,16,43,42
52,18.94,40.72172165,-74.00441742,6,40.64496994,-73.78135681,0,2,4,1,29,15,47,46,4,1,29,17,3,22
8,1.33,40.76583862,-73.95603943,1,40.75191879,-73.96958923,0,2,2,1,6,11,25,23,2,1,6,11,34,25
11,2.44,40.80381775,-73.95574951,1,40.78032303,-73.95497894,0,2,6,1,17,19,21,46,6,1,17,19,34,13
17.5,1.68,40.75825119,-73.97129822,1,40.77957153,-73.95597839,0,2,2,1,27,8,39,46,2,1,27,9,9,4
7,1.52,40.74562836,-73.99196625,1,40.72912979,-74.001297,0,2,1,1,19,16,11,29,1,1,19,16,18,40
6.5,1.07,40.76287842,-73.95818329,3,40.76519012,-73.97233582,0,2,4,1,1,14,27,21,4,1,1,14,34,3
4.5,0.76,40.73738861,-73.99116516,2,40.73195267,-73.98209381,0,2,6,1,17,13,30,5,6,1,17,13,33,57
5.5,0.8,40.72419739,-73.97873688,3,40.73130417,-73.98880005,0,1,3,1,21,19,16,7,3,1,21,19,21,50
22.5,4.42,40.72219086,-73.9872818,2,40.77450562,-73.96408844,0,2,4,1,29,20,7,30,4,1,29,20,41,1
6,1.04,40.73940659,-74.0055542,1,40.73914337,-73.99131012,0,2,4,1,22,16,31,44,4,1,22,16,38,14
25,6.31,40.71434402,-73.90956116,2,40.74951172,-73.98797607,0,2,3,1,21,13,42,6,3,1,21,14,11,41
13.5,3.5,40.79872894,-73.93424225,1,40.78320313,-73.97836304,0,1,4,1,15,5,0,32,4,1,15,5,14,3
5,0.8,40.73351288,-73.98952484,1,40.7253685,-73.98698425,0,1,1,1,5,21,51,55,1,1,5,21,56,16
9,1.8,40.78604889,-73.95535278,1,40.80289459,-73.96781921,0,1,5,1,9,20,39,52,5,1,9,20,49,28
8,1.7,40.70410538,-74.01190948,1,40.72505951,-74.00585175,0,1,3,1,28,4,11,17,3,1,28,4,19,29
13,2.4,40.75680923,-73.97627258,1,40.73868942,-74.00341034,0,1,1,1,12,8,25,8,1,1,12,8,41,30
3,0.3,40.7746048,-73.94821167,1,40.77724457,-73.94606781,0,1,2,1,27,19,43,33,2,1,27,19,45,7
8.5,0.8,40.76183701,-73.96847534,1,40.77287292,-73.96062469,0,1,3,1,21,14,10,3,3,1,21,14,22,4
7,1.13,40.75883102,-73.98603058,5,40.74978638,-73.99344635,0,2,2,1,27,22,9,8,2,1,27,22,15,32
17,5.31,40.7124939,-74.00489807,1,40.75236511,-73.97639465,0,2,4,1,29,6,20,27,4,1,29,6,34,24
21,5.32,40.73936081,-74.00637817,2,40.72703934,-73.95269775,0,2,5,1,9,0,55,35,5,1,9,1,21,36
7,1.14,40.80057144,-73.96782684,1,40.79893875,-73.95202637,0,2,1,1,26,18,0,44,1,1,26,18,8,26
7.5,1.8,40.78366852,-73.95455933,1,40.76219177,-73.96618652,0,1,5,1,16,20,22,24,5,1,16,20,28,20
6,1,40.75779343,-73.97575378,1,40.7558403,-73.99092102,0,1,2,1,6,7,6,53,2,1,6,7,12,20
4,0.4,40.80189514,-73.94121552,1,40.79894638,-73.94455719,0,1,0,1,18,16,1,28,0,1,18,16,4,13
6,1,40.75971985,-73.97000122,1,40.77183914,-73.96104431,0,1,5,1,16,13,48,12,5,1,16,13,53,27
7.5,1,40.7169342,-74.00379944,1,40.72737122,-74.00047302,0,1,3,1,21,15,51,44,3,1,21,16,2,0
6.5,1.1,40.72701263,-73.98387909,1,40.73949051,-73.98283386,0,1,2,1,27,19,27,15,2,1,27,19,33,59
11.5,2.72,40.78755951,-73.97698975,1,40.75643921,-73.99057007,0,2,6,1,3,20,33,47,6,1,3,20,45,54
7.5,0.6,40.75151825,-73.99059296,1,40.74596786,-73.98178864,0,1,1,1,12,14,6,6,1,1,12,14,15,56
6.5,0.89,40.75703049,-73.97611237,4,40.74620056,-73.98194885,0,2,4,1,1,18,25,59,4,1,1,18,33,14
7,1.02,40.76409149,-73.98117065,1,40.75349045,-73.978302,0,2,3,1,7,10,52,53,3,1,7,11,1,28
7,1.1,40.73522949,-74.00185394,1,40.72126389,-74.00817871,0,1,0,1,25,19,27,30,0,1,25,19,34,43
11,1.5,40.72974014,-73.98662567,1,40.71429825,-74.00257874,0,1,1,1,26,16,16,35,1,1,26,16,32,48
32.5,10.56,40.73421478,-73.98964691,3,40.77371597,-73.87086487,0,2,2,1,27,21,51,29,2,1,27,22,16,34
6,0.6,40.76070404,-73.96878052,1,40.75541687,-73.9626236,0,1,3,1,28,13,11,24,3,1,28,13,18,21
14,2.71,40.77471161,-73.95085907,1,40.77811813,-73.98847198,0,2,6,1,3,12,50,21,6,1,3,13,9,10
6,1.35,40.73060226,-73.97344971,6,40.71910858,-73.97567749,0,2,2,1,27,10,10,10,2,1,27,10,13,57
6,1.12,40.73822784,-73.98571777,1,40.75225449,-73.9753418,0,2,2,1,13,9,24,2,2,1,13,9,30,21
8,1.8,40.74156952,-73.98020172,1,40.75949478,-73.98231506,0,1,2,1,27,0,59,53,2,1,27,1,7,56
6.5,0.71,40.76944733,-73.96492004,1,40.76648331,-73.95707703,0,2,3,1,21,14,9,1,3,1,21,14,16,37
10,2.03,40.72388077,-73.99848938,2,40.74691391,-73.9793396,0,2,4,1,22,9,11,27,4,1,22,9,23,28
9.5,1.6,40.74370575,-74.00232697,1,40.72835541,-73.99300385,0,1,4,1,22,14,2,51,4,1,22,14,15,52
13,1.84,40.74634933,-73.91584015,1,40.74634933,-73.91584015,0,2,3,1,21,17,39,21,3,1,21,17,58,10
5.5,0.77,40.75896072,-73.98609924,1,40.75143051,-73.99391174,0,2,2,1,27,19,13,26,2,1,27,19,19,38
4.5,0.5,40.77051926,-73.95428467,2,40.77743912,-73.9521637,0,1,5,1,23,2,24,10,5,1,23,2,28,6
6,1.2,40.75720978,-73.96374512,1,40.74821091,-73.97645569,0,1,4,1,15,7,48,16,4,1,15,7,53,14
7,1.6,40.72029114,-73.9825592,1,40.73462677,-73.99085999,0,1,0,1,18,22,42,5,0,1,18,22,48,17
7,1.35,40.77470016,-73.95687866,1,40.7588501,-73.96244049,0,2,3,1,7,9,46,42,3,1,7,9,54,53
11,1.6,40.75337982,-73.99651337,2,40.7533226,-73.99568176,0,1,4,1,22,16,31,3,4,1,22,16,46,33
9.5,2.05,40.73643112,-73.98142242,1,40.72109985,-73.99806213,0,2,1,1,19,20,29,50,1,1,19,20,40,20
14,3.33,40.72449875,-73.99963379,1,40.76034164,-73.98573303,0,2,0,1,18,19,20,20,0,1,18,19,39,2
9.5,1,40.75744629,-73.9839859,1,40.74859238,-73.97712708,0,1,0,1,25,9,37,39,0,1,25,9,51,53
10,2,40.77893829,-73.95587158,3,40.75631714,-73.96147156,0,1,2,1,6,8,59,31,2,1,6,9,11,17
4.5,0.5,40.77292252,-73.98204041,1,40.766819,-73.97888947,0,1,4,1,29,11,6,8,4,1,29,11,9,40
10.5,2.3,40.74570465,-73.9777832,1,40.77237701,-73.95866394,0,1,4,1,22,7,40,31,4,1,22,7,52,16
16,2.97,40.71981049,-74.00832367,1,40.74805832,-73.9865799,0,2,5,1,9,21,42,50,5,1,9,22,6,32
16.5,3.73,40.74769592,-73.99671173,1,40.70578384,-74.01004028,0,2,1,1,26,9,29,15,1,1,26,9,50,45
19,3.23,40.76207352,-73.97187042,6,40.72288132,-73.99850464,0,2,1,1,12,10,14,15,1,1,12,10,43,21
12.5,2.3,40.75550461,-73.98793793,1,40.77911377,-73.96225739,0,1,4,1,29,19,29,6,4,1,29,19,46,42
5.5,0.82,40.75455093,-73.97161865,5,40.74734879,-73.97370911,0,2,3,1,14,8,3,2,3,1,14,8,7,45
11,2.2,40.77004623,-73.96020508,1,40.74783325,-73.98281097,0,1,4,1,29,20,21,52,4,1,29,20,36,50
7,1.23,40.73640823,-73.99421692,1,40.74992371,-73.99158478,0,2,4,1,29,14,49,5,4,1,29,14,57,22
15.5,2.32,40.73115158,-73.98880005,5,40.74998093,-73.99510193,0,2,1,1,26,12,36,29,1,1,26,13,0,48
11,2.3,40.75963593,-73.88285065,1,40.76906204,-73.8625946,0,1,0,1,4,12,9,22,0,1,4,12,21,48
8,1.6,40.77690506,-73.9575882,1,40.77494049,-73.97708893,0,1,2,1,6,19,2,26,2,1,6,19,11,7
9.5,1.81,40.75013351,-73.99487305,1,40.76953888,-73.98821259,0,2,5,1,16,9,37,45,5,1,16,9,48,45
10,1.87,40.76559067,-73.98355103,1,40.75175858,-73.97589874,0,2,6,1,3,12,12,5,6,1,3,12,27,15
10,1.85,40.7544899,-73.89273071,1,40.7544899,-73.89273071,0,2,3,1,28,19,59,24,3,1,28,20,12,9
5.5,0.79,40.76379013,-73.99333191,1,40.76293182,-73.98573303,0,2,4,1,15,22,22,23,4,1,15,22,28,13
5,0.6,40.734272,-73.98658752,4,40.73167419,-73.99472809,0,1,4,1,22,8,0,3,4,1,22,8,4,35
4.5,0.72,40.77859116,-73.94573212,2,40.78005981,-73.9552002,0,2,1,1,26,8,18,36,1,1,26,8,22,10
9,1.56,40.73321152,-74.00640869,1,40.72068024,-73.9895401,0,2,2,1,20,20,46,25,2,1,20,20,56,47
7.5,1.9,40.78596115,-73.9569931,1,40.76343536,-73.97306061,0,1,4,1,1,22,38,47,4,1,1,22,44,51
5,0.75,40.70947647,-74.01681519,3,40.71472931,-74.00994873,0,2,0,1,4,1,45,37,0,1,4,1,49,40
5.5,0.63,40.76538086,-73.97932434,5,40.76139069,-73.98699951,0,2,4,1,29,8,57,17,4,1,29,9,3,8
5.5,0.92,40.72602081,-74.00913239,1,40.71677017,-73.99726105,0,2,3,1,21,3,13,26,3,1,21,3,17,44
13.5,2.9,40.76272583,-73.95722198,1,40.75045395,-73.99098206,0,1,5,1,30,10,41,26,5,1,30,10,59,35
13.5,2.94,40.74045944,-74.00782776,1,40.71807861,-73.98558044,0,2,5,1,16,1,19,50,5,1,16,1,36,43
10,1.17,40.74555969,-73.99394226,1,40.75378036,-73.98146057,0,2,2,1,27,12,56,42,2,1,27,13,11,34
19,3.85,40.74712372,-74.00257874,1,40.74750137,-74.00337982,0,2,1,1,19,7,51,41,1,1,19,8,18,48
12.5,3.76,40.81650925,-73.96056366,2,40.77365112,-73.98162079,0,2,1,1,26,22,21,14,1,1,26,22,30,15
25,8.86,40.66699982,-73.76751709,1,40.64691162,-73.78968048,0,2,4,1,8,23,54,14,5,1,9,0,7,23
3.5,0.31,40.79420853,-73.97238922,1,40.79360962,-73.96717834,0,2,1,1,26,20,25,28,1,1,26,20,27,33
8,0.97,40.72444153,-74.0016861,1,40.73610687,-74.00536346,0,2,5,1,9,16,56,38,5,1,9,17,7,11
6.5,1.02,40.7835083,-73.95307922,1,40.77245331,-73.96295929,0,2,5,1,30,15,0,51,5,1,30,15,6,37
13.5,2.83,40.69039917,-73.91169739,2,40.71120071,-73.94834137,0,2,4,1,22,19,28,42,4,1,22,19,45,38
4,0.66,40.74197006,-73.99732208,1,40.75004959,-73.99158478,0,2,6,1,10,20,20,24,6,1,10,20,22,42
7.5,1.4,40.77722931,-73.95645905,1,40.78304291,-73.97412872,0,1,6,1,24,19,32,15,6,1,24,19,39,31
12.5,2.25,40.73839951,-73.99977112,2,40.75906372,-73.98677826,0,2,4,1,8,20,14,26,4,1,8,20,31,37
12.5,2.8,40.76754379,-73.96339417,1,40.79698181,-73.97181702,0,1,1,1,26,21,10,47,1,1,26,21,24,54
12.5,3.11,40.7204895,-73.98554993,6,40.69979095,-73.94024658,0,2,5,1,23,0,33,31,5,1,23,0,47,44
9,1.5,40.7167778,-73.99468231,1,40.73726273,-73.98146057,0,1,1,1,26,16,11,51,1,1,26,16,22,8
15.5,3.25,40.75106812,-73.98267365,1,40.78982925,-73.96611786,0,2,4,1,22,11,49,38,4,1,22,12,10,26
16.5,3.39,40.75549698,-73.94101715,1,40.75117111,-73.93432617,0,2,3,1,28,8,38,27,3,1,28,9,1,56
14.5,4.4,40.7748642,-73.9478302,1,40.72164536,-73.98900604,0,1,4,1,8,0,18,15,4,1,8,0,31,44
11,1.68,40.79259872,-73.97140503,1,40.78260803,-73.95546722,0,2,1,1,19,11,50,49,1,1,19,12,5,17
3,0.07,40.76186371,-73.97045135,1,40.76324081,-73.96956635,0,2,4,1,8,15,31,34,4,1,8,15,32,53
24.5,6.89,40.68564606,-73.95606232,5,40.75793839,-73.9708786,0,2,2,1,20,21,35,15,2,1,20,22,4,18
9.5,2.2,40.74385452,-73.9733963,1,40.71860123,-73.98892975,0,2,6,1,3,2,55,10,6,1,3,3,4,37
8,1.56,40.73176193,-73.98234558,1,40.72462845,-74.00234222,0,2,3,1,21,22,52,2,3,1,21,23,0,35
5,0.67,40.77716827,-73.9821167,1,40.77411652,-73.98840332,0,2,4,1,8,8,2,43,4,1,8,8,7,11
7.5,1.03,40.74213028,-73.98696136,5,40.73802185,-73.99638367,0,2,3,1,28,18,52,41,3,1,28,19,2,25
5,0.8,40.7525177,-74.00364685,1,40.74542236,-73.99825287,0,1,5,1,16,17,6,21,5,1,16,17,10,38
5.5,1.1,40.7762413,-73.98184967,1,40.78918457,-73.97032166,0,1,4,1,15,17,40,7,4,1,15,17,44,32
14,2.7,40.76272202,-73.97393799,1,40.79296112,-73.96763611,0,1,4,1,22,7,56,41,4,1,22,8,16,56
5.5,0.86,40.73236847,-73.99111176,1,40.74275208,-73.98464203,0,2,6,1,10,17,57,16,6,1,10,18,1,54
6,0.8,40.74538803,-73.99095917,2,40.74274063,-73.97704315,0,1,6,1,17,21,53,11,6,1,17,21,58,58
6,0.71,40.7322464,-73.9848175,4,40.73146057,-73.99466705,0,2,3,1,21,11,47,35,3,1,21,11,53,59
33.5,9.2,40.77433777,-73.87219238,1,40.75749969,-73.97332764,0,1,4,1,22,15,32,13,4,1,22,16,17,26
10.5,1.47,40.74767303,-73.99452209,2,40.75753021,-73.98693085,0,2,0,1,11,12,24,54,0,1,11,12,39,36
17.5,5.37,40.75593948,-73.92360687,1,40.73059082,-73.983078,0,2,5,1,30,7,22,44,5,1,30,7,39,23
8,1.5,40.71984863,-74.00706482,5,40.74030685,-74.0052948,0,2,6,1,10,0,13,26,6,1,10,0,22,21
9.5,1.98,40.76332092,-73.97270203,1,40.74384689,-73.9836731,0,2,2,1,13,23,26,15,2,1,13,23,36,12
21,4.45,40.704216,-74.01260376,1,40.75630188,-73.98582458,0,2,4,1,22,16,41,10,4,1,22,17,21,18
8,1.3,40.75571442,-74.00223541,1,40.74657822,-73.98173523,0,1,5,1,16,14,19,44,5,1,16,14,29,3
9.5,2.09,40.74103546,-73.98340607,1,40.76076126,-73.96126556,0,2,3,1,14,10,57,40,3,1,14,11,9,1
4.5,0.82,40.79098892,-73.9389267,1,40.80022812,-73.93551636,0,2,4,1,1,14,19,6,4,1,1,14,21,47
23.5,6,40.76914978,-73.96324921,2,40.71208572,-74.01424408,0,1,5,1,16,17,58,22,5,1,16,18,26,39
24.5,8.46,40.85028076,-73.9358902,1,40.74982834,-74.00270081,0,2,5,1,16,2,18,38,5,1,16,2,34,58
11,3.1,40.71850204,-73.94831848,1,40.71850586,-73.99061584,0,1,3,1,28,22,44,11,3,1,28,22,52,43
7,0.5,40.75566864,-73.98612213,1,40.74913788,-73.98818207,0,1,2,1,27,9,40,44,2,1,27,9,50,4
52,20.43,40.85501099,-73.9311676,1,40.64862061,-73.78339386,0,2,6,1,17,18,18,19,6,1,17,19,6,2
5.5,0.85,40.72872543,-73.99438477,1,40.73621368,-74.00132751,0,2,1,1,12,19,39,41,1,1,12,19,44,38
13.5,3.6,40.73886871,-73.99935913,1,40.77846146,-73.98841858,0,2,6,1,17,20,7,39,6,1,17,20,22,29
9,1.8,40.75667572,-73.97350311,2,40.77898026,-73.96232605,0,1,6,1,10,14,45,22,6,1,10,14,55,3
7.5,1.21,40.75171661,-73.97087097,1,40.76298141,-73.9739151,0,2,3,1,14,12,19,29,3,1,14,12,28,2
19.5,5.96,40.71628189,-74.01096344,1,40.74541092,-73.97564697,0,2,2,1,13,16,46,4,2,1,13,17,7,27
17,4.73,40.76567078,-73.97579193,2,40.71905136,-74.00859833,0,2,5,1,16,23,35,43,5,1,16,23,54,36
12,3.05,40.77170944,-73.95922089,1,40.74998856,-73.99147034,0,2,6,1,17,19,22,3,6,1,17,19,35,56
8,1.32,40.7508316,-73.98986053,1,40.73921585,-73.97988129,0,2,6,1,3,13,14,28,6,1,3,13,25,7
18.5,2.98,40.77907181,-73.94770813,1,40.75418854,-73.97744751,0,2,2,1,27,18,52,30,2,1,27,19,21,47
10,2.5,40.764534,-73.9804306,3,40.74307251,-74.00764465,0,1,4,1,1,18,8,43,4,1,1,18,18,34
12,2.4,40.72077942,-73.99549866,1,40.74150467,-74.00505066,0,1,6,1,10,1,39,6,6,1,10,1,56,4
8,1.2,40.74988174,-73.99124908,3,40.76584625,-73.98197937,0,1,2,1,27,9,53,56,2,1,27,10,4,11
4.5,0.5,40.75653076,-73.97457123,5,40.76250839,-73.96974945,0,2,4,1,22,14,43,1,4,1,22,14,47,0
28.5,8.8,40.72989655,-73.95822144,1,40.76929092,-73.99269867,0,2,4,1,22,23,58,55,5,1,23,0,29,18
